agency,borough,complaint_type,latitude,longitude
DOT,BROOKLYN,Sidewalk Condition,40.70152718120231,-73.98674959172756
DCA,BRONX,Consumer Complaint,40.8621360002629,-73.89928288421277
DPR,BROOKLYN,Illegal Tree Damage,40.64173280839832,-74.00666971341037
DOT,BRONX,Traffic Signal Condition,40.86670498074094,-73.83814514226151
DSNY,MANHATTAN,Derelict Vehicles,40.80068421188083,-73.94864951675568
DHS,MANHATTAN,Homeless Person Assistance,40.764731973680775,-73.96635880834104
DOT,BROOKLYN,Street Condition,40.67655364618177,-73.86265324479992
NYPD,MANHATTAN,Traffic,40.7225555571259,-74.00140338463757
DOB,MANHATTAN,General Construction/Plumbing,40.789791459186475,-73.96649059853259
DOT,BROOKLYN,Street Condition,40.66073527703401,-73.89965184864695
DEP,MANHATTAN,Water System,40.820030813015244,-73.95285090944701
DEP,BRONX,Water System,40.845463979000506,-73.83068983081013
DOT,MANHATTAN,Street Condition,40.764161778534216,-73.96888965482881
DPR,BROOKLYN,Damaged Tree,40.60715227154418,-73.95183078651789
DOT,BRONX,Street Condition,40.840534938298546,-73.86660099165253
DSNY,BRONX,Missed Collection (All Materials),40.85203961077745,-73.91838377567103
DOHMH,MANHATTAN,Rodent,40.72799955503647,-73.98075149423285
NYPD,QUEENS,Illegal Parking,40.7502776834744,-73.81874354866737
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.75051588278933,-73.98947922046331
NYPD,BRONX,Noise - Street/Sidewalk,40.83511769812397,-73.90995190771635
DPR,QUEENS,Root/Sewer/Sidewalk Condition,40.76266271042859,-73.88287854367944
HPD,BRONX,UNSANITARY CONDITION,40.865835048844154,-73.82327328904587
DCA,MANHATTAN,Consumer Complaint,40.736603116720794,-73.9950167537709
DEP,BRONX,Sewer,40.86847286690062,-73.8662340051609
NYPD,BRONX,Blocked Driveway,40.8867795291606,-73.90447151675441
DOT,QUEENS,Street Condition,40.72865831260052,-73.8632602395639
DEP,QUEENS,Water System,40.68675964643458,-73.78448494753309
DPR,QUEENS,New Tree Request,40.70079586909447,-73.82455471726269
DPR,QUEENS,Maintenance or Facility,40.76388597704955,-73.82574224619394
NYPD,STATEN ISLAND,Illegal Parking,40.57895058386895,-74.15535444110844
HPD,BRONX,APPLIANCE,40.85541483091831,-73.91356461276854
HPD,BRONX,UNSANITARY CONDITION,40.865835048844154,-73.82327328904587
HPD,BROOKLYN,ELECTRIC,40.63832470731641,-73.94533347914741
HPD,BROOKLYN,APPLIANCE,40.647498235673474,-73.946298938962
NYPD,MANHATTAN,Illegal Parking,40.79278437756005,-73.94752882870354
DOT,QUEENS,Street Condition,40.75885854131075,-73.86771029568709
DEP,MANHATTAN,Water Conservation,40.7613271992057,-73.96218763051156
DEP,BRONX,Water System,40.834774568844644,-73.92526386989587
DEP,MANHATTAN,Water System,40.7613271992057,-73.96218763051156
NYPD,MANHATTAN,Illegal Parking,40.79278437756005,-73.94752882870354
NYPD,MANHATTAN,Illegal Parking,40.79278437756005,-73.94752882870354
DOT,QUEENS,Street Condition,40.74806773642201,-73.75866585176392
DPR,QUEENS,Overgrown Tree/Branches,40.66037393256246,-73.7504841162827
HPD,BRONX,HEAT/HOT WATER,40.873006091235744,-73.8630284832075
HPD,MANHATTAN,WATER LEAK,40.80670673055224,-73.94999223383212
DOT,BROOKLYN,Street Condition,40.608589601379464,-74.00363392750491
HPD,BRONX,GENERAL,40.90554288327565,-73.84865015909784
HPD,MANHATTAN,WATER LEAK,40.808430705475956,-73.9391720161948
HPD,BROOKLYN,GENERAL,40.64124168365724,-73.99940185614476
HPD,BROOKLYN,UNSANITARY CONDITION,40.67786810027646,-73.9247150523802
NYPD,QUEENS,Abandoned Vehicle,40.70054921069236,-73.81772828225229
DOHMH,QUEENS,Beach/Pool/Sauna Complaint,40.595252490224986,-73.74377069724234
NYPD,BROOKLYN,Illegal Parking,40.71956592103186,-73.96254682214702
NYPD,BRONX,Illegal Parking,40.8867795291606,-73.90447151675441
DHS,QUEENS,Homeless Person Assistance,40.744416104299006,-73.88609724376178
DEP,BRONX,Sewer,40.85009897385511,-73.90071441609524
DEP,MANHATTAN,Noise,40.74475319239264,-73.97884116795397
NYPD,BROOKLYN,Noise - Residential,40.69617549543867,-73.94937913424717
TLC,MANHATTAN,For Hire Vehicle Complaint,40.742394449451034,-73.99319029469811
NYPD,BROOKLYN,Illegal Parking,40.67907238321993,-73.96256595850359
NYPD,MANHATTAN,Traffic,40.7233075908167,-74.00297997118642
NYPD,QUEENS,Blocked Driveway,40.7168951791479,-73.78337383125282
DPR,QUEENS,Overgrown Tree/Branches,40.76107793960402,-73.80835773530487
HPD,MANHATTAN,GENERAL,40.74875202997499,-73.97746122498103
NYPD,BROOKLYN,Blocked Driveway,40.58508784088443,-73.98597703994126
NYPD,MANHATTAN,Illegal Parking,40.7938202543019,-73.95003441761635
DOT,QUEENS,Broken Parking Meter,40.67669539987123,-73.7422031799753
HPD,BROOKLYN,ELECTRIC,40.63832470731641,-73.94533347914741
DEP,BROOKLYN,Water System,40.65951594369826,-73.948599597794
DEP,BRONX,Sewer,40.85009897385511,-73.90071441609524
NYPD,QUEENS,Illegal Parking,40.77204267144326,-73.93223726912156
DOT,BROOKLYN,Street Condition,40.670715365804405,-73.91695823609331
NYPD,MANHATTAN,Illegal Parking,40.79278437756005,-73.94752882870354
NYPD,BRONX,Noise - Residential,40.82101033092601,-73.89737603659266
DOHMH,QUEENS,Mosquitoes,40.67839651668446,-73.75062579275975
DCA,BROOKLYN,Consumer Complaint,40.67306854481236,-73.92217894715183
NYPD,BROOKLYN,Illegal Parking,40.65860757584878,-73.89908558303159
TLC,MANHATTAN,For Hire Vehicle Complaint,40.79278437756005,-73.94752882870354
NYPD,MANHATTAN,Vending,40.75613911897527,-73.98316894112523
NYPD,QUEENS,Blocked Driveway,40.7400669926446,-73.91645680761776
NYPD,MANHATTAN,Illegal Parking,40.7938202543019,-73.95003441761635
NYPD,QUEENS,Blocked Driveway,40.67420901747568,-73.8035854949362
DOT,MANHATTAN,Street Condition,40.72682360900715,-73.99646064652228
NYPD,QUEENS,Homeless Encampment,40.595252490224986,-73.74377069724234
NYPD,MANHATTAN,Illegal Parking,40.791770173914905,-73.94454298043044
NYPD,QUEENS,Illegal Parking,40.76927788648933,-73.8753576793776
HPD,BRONX,HEAT/HOT WATER,40.83261302416413,-73.90467576630016
HPD,MANHATTAN,PLUMBING,40.84751046704436,-73.93507002311482
DOB,BRONX,Building/Use,40.85541483091831,-73.91356461276854
DOB,BROOKLYN,Elevator,40.67303985538759,-73.96409425706679
NYPD,MANHATTAN,Illegal Parking,40.765882409788816,-73.97976223037516
HPD,MANHATTAN,ELECTRIC,40.808430705475956,-73.9391720161948
HPD,BRONX,SAFETY,40.84745978017092,-73.82725463438794
DOT,MANHATTAN,Street Condition,40.77450438765997,-73.98461932562064
NYPD,BROOKLYN,Illegal Parking,40.682368540051044,-73.93193899844836
NYPD,MANHATTAN,Illegal Parking,40.791770173914905,-73.94454298043044
NYPD,BROOKLYN,Illegal Parking,40.66712768077816,-73.94964990195497
DOT,BROOKLYN,Sidewalk Condition,40.655744714604076,-73.899025040512
DCA,BROOKLYN,Consumer Complaint,40.67306854481236,-73.92217894715183
NYPD,MANHATTAN,Illegal Parking,40.72311823720311,-74.00094521819905
DSNY,QUEENS,Missed Collection (All Materials),40.5877620483106,-73.81538983328595
NYPD,BROOKLYN,Illegal Parking,40.71158241582149,-73.94461691022211
NYPD,BRONX,Noise - Residential,40.84897036324244,-73.91369588103558
DOB,BRONX,Elevator,40.85541483091831,-73.91356461276854
DOT,BROOKLYN,Street Sign - Missing,40.703546429503405,-73.98044117013544
NYPD,QUEENS,Illegal Parking,40.75738397775607,-73.93889016223773
TLC,BROOKLYN,For Hire Vehicle Complaint,40.71158241582149,-73.94461691022211
NYPD,MANHATTAN,Noise - Vehicle,40.72179252277204,-73.9998520871173
DOT,MANHATTAN,Curb Condition,40.79376833396176,-73.93410759839877
NYPD,BRONX,Noise - Residential,40.834847421079104,-73.90491830085918
NYPD,BROOKLYN,Illegal Parking,40.711565945516156,-73.94461331682841
DPR,BROOKLYN,Maintenance or Facility,40.697865126961396,-73.98271122257624
TLC,BROOKLYN,For Hire Vehicle Complaint,40.711565945516156,-73.94461331682841
HPD,QUEENS,HEAT/HOT WATER,40.69242750714943,-73.82485079705076
HPD,BRONX,UNSANITARY CONDITION,40.81175285879213,-73.91480622021884
NYPD,BRONX,Noise - Residential,40.87931405929615,-73.85459339733656
DPR,BROOKLYN,Maintenance or Facility,40.65770228554196,-73.88776265661815
NYPD,BRONX,Non-Emergency Police Matter,40.846874508715494,-73.9151805110948
NYPD,MANHATTAN,Illegal Parking,40.79278437756005,-73.94752882870354
DEP,BRONX,Water System,40.87261983653777,-73.90467626613614
DEP,BROOKLYN,Water System,40.68332187654385,-73.87685960962645
NYPD,BRONX,Illegal Parking,40.854193057985356,-73.84914294879242
DOT,MANHATTAN,Sidewalk Condition,40.707107710994045,-74.00884396323768
DHS,BROOKLYN,Homeless Person Assistance,40.69208618812794,-73.92496945034202
NYPD,STATEN ISLAND,Noise - Residential,40.636832308578526,-74.13865217177002
DOT,BRONX,Street Condition,40.89711979071649,-73.87158037808119
NYPD,MANHATTAN,Illegal Parking,40.79278437756005,-73.94752882870354
DOT,BRONX,Street Condition,40.84413091312675,-73.90942286663464
DOHMH,MANHATTAN,Food Establishment,40.722498351792744,-73.97689287662753
NYPD,BROOKLYN,Illegal Parking,40.67818605563689,-73.99082818711588
DCA,MANHATTAN,Consumer Complaint,40.772503121365354,-73.98217556159588
HPD,BROOKLYN,SAFETY,40.583399314580205,-73.9604162895386
DOB,MANHATTAN,Elevator,40.81436247603053,-73.94551040806087
HPD,BROOKLYN,UNSANITARY CONDITION,40.62996728869006,-73.94631304527661
DOT,STATEN ISLAND,Sidewalk Condition,40.51736220459746,-74.20452798922288
NYPD,QUEENS,Blocked Driveway,40.72802491083149,-73.86149724039929
NYPD,QUEENS,Abandoned Vehicle,40.69009938614838,-73.75021782496614
NYPD,BROOKLYN,Illegal Parking,40.67818605563689,-73.99082818711588
DPR,MANHATTAN,Maintenance or Facility,40.7052305340564,-74.00475006997671
DEP,BROOKLYN,Air Quality,40.6846754166504,-73.95741037702186
NYPD,BROOKLYN,Blocked Driveway,40.675588179797685,-73.94045403154395
NYPD,BROOKLYN,Illegal Parking,40.67818605563689,-73.99082818711588
NYPD,MANHATTAN,Illegal Parking,40.75415422893016,-73.98039382634562
DOT,BRONX,Bus Stop Shelter Complaint,40.904140092367506,-73.90500728090025
DOB,BROOKLYN,Building/Use,40.621023151857784,-73.99016603558162
DOB,STATEN ISLAND,Building/Use,40.60151783689112,-74.13859684114936
NYPD,QUEENS,Illegal Parking,40.75803648392323,-73.87635330631309
NYPD,QUEENS,Blocked Driveway,40.68914071048222,-73.8152425693508
NYPD,BROOKLYN,Illegal Parking,40.608489556453144,-73.94125218924096
NYPD,MANHATTAN,Illegal Parking,40.75499412482925,-73.98041523571375
NYPD,QUEENS,Animal-Abuse,40.58377704521925,-73.81567446283407
NYPD,QUEENS,Noise - Residential,40.689359025168145,-73.8161650708473
NYPD,BROOKLYN,Noise - Residential,40.690587917840816,-73.95813139506514
NYPD,MANHATTAN,Noise - Vehicle,40.7348379771553,-73.99075543906761
DEP,STATEN ISLAND,Water System,40.55179225285685,-74.1822941330745
DCA,QUEENS,Consumer Complaint,40.75720306310966,-73.93934152196451
NYPD,BROOKLYN,Non-Emergency Police Matter,40.68104858147362,-73.97209759912793
DOT,BROOKLYN,Sidewalk Condition,40.62654665685656,-74.02238582883224
NYPD,QUEENS,Abandoned Vehicle,40.67526528919879,-73.74094691245345
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.691843291197635,-73.94724405850052
DOB,BRONX,Elevator,40.8491966512116,-73.90816895118434
HPD,MANHATTAN,DOOR/WINDOW,40.86614785795822,-73.91907147592903
DCA,QUEENS,Consumer Complaint,40.67606760264575,-73.81886592592531
DOT,QUEENS,Broken Parking Meter,40.67754896626761,-73.74463703172181
DPR,QUEENS,Maintenance or Facility,40.78748325173282,-73.82440934358878
NYPD,BROOKLYN,Abandoned Vehicle,40.61498292079681,-73.93966886008654
DEP,BRONX,Water System,40.85895231244585,-73.8512072074307
DOT,BRONX,Street Light Condition,40.8473691779357,-73.78925976584331
NYPD,BRONX,Noise - Residential,40.9115873206491,-73.90281501953135
NYPD,BROOKLYN,Noise - Residential,40.690587917840816,-73.95813139506514
DPR,QUEENS,Root/Sewer/Sidewalk Condition,40.669443240798905,-73.81637496974393
DOT,BROOKLYN,Sidewalk Condition,40.62770469900842,-73.976320468905
DPR,STATEN ISLAND,Overgrown Tree/Branches,40.55335039513975,-74.15281912040484
DOB,STATEN ISLAND,Building/Use,40.601540250614846,-74.13821876817381
DOB,BROOKLYN,Building/Use,40.61136602510029,-73.98227981464332
HPD,MANHATTAN,GENERAL,40.86614785795822,-73.91907147592903
NYPD,QUEENS,Noise - Vehicle,40.72236784313776,-73.8078882140154
DEP,BRONX,Water System,40.84693163795469,-73.90738052008287
DOT,BRONX,Street Sign - Damaged,40.904140092367506,-73.90500728090025
NYPD,MANHATTAN,Illegal Parking,40.83423394009393,-73.93943752359053
NYPD,BRONX,Blocked Driveway,40.81069923509988,-73.90473243938831
HPD,MANHATTAN,APPLIANCE,40.768309761730144,-73.98662439012779
DOB,QUEENS,General Construction/Plumbing,40.75389033173916,-73.77263111435899
DOT,BRONX,Sidewalk Condition,40.82597676747543,-73.88696212323931
DEP,BROOKLYN,Water Conservation,40.70907801461268,-73.94797705571311
DEP,BRONX,Water System,40.82552091279146,-73.92339898316912
NYPD,BROOKLYN,Blocked Driveway,40.626225743129226,-74.03286529401866
DSNY,STATEN ISLAND,Missed Collection (All Materials),40.591069631104226,-74.15883558668067
DSNY,QUEENS,Dirty Conditions,40.75389033173916,-73.77263111435899
NYPD,BRONX,Animal-Abuse,40.851890404611176,-73.92089978232441
NYPD,STATEN ISLAND,Illegal Parking,40.54791874827361,-74.19916296758407
NYPD,QUEENS,Blocked Driveway,40.770232873791926,-73.82462089850776
DOT,BROOKLYN,Sidewalk Condition,40.59238117314574,-73.96302863055938
DPR,STATEN ISLAND,Root/Sewer/Sidewalk Condition,40.58746573279302,-74.1547909885061
DSNY,BROOKLYN,Derelict Vehicles,40.681709875097866,-73.86394780417608
NYPD,BROOKLYN,Illegal Parking,40.70186698081781,-73.94680333982762
NYPD,QUEENS,Abandoned Vehicle,40.66393721324411,-73.77468592224159
NYPD,QUEENS,Traffic,40.71436943985583,-73.74678656482527
DOT,QUEENS,Street Light Condition,40.67364864868978,-73.85510668567943
NYPD,QUEENS,Blocked Driveway,40.673094467569385,-73.77642504578992
HPD,MANHATTAN,GENERAL,40.82040250663113,-73.95576993201895
NYPD,BROOKLYN,Homeless Encampment,40.66170937379132,-73.9940491655801
NYPD,BRONX,Noise - Street/Sidewalk,40.87489473370061,-73.88058722284184
DOT,STATEN ISLAND,Sidewalk Condition,40.59147098317271,-74.08975913909538
DOHMH,STATEN ISLAND,Beach/Pool/Sauna Complaint,40.559906718720065,-74.10173702979905
NYPD,QUEENS,Blocked Driveway,40.7194330323876,-73.81417735188582
NYPD,BRONX,Abandoned Vehicle,40.83614261294776,-73.83235062132323
DSNY,QUEENS,Missed Collection (All Materials),40.738900184593774,-73.89588948054751
NYPD,MANHATTAN,Homeless Encampment,40.718287181402225,-73.9919121160422
NYPD,BROOKLYN,Illegal Parking,40.64620046814894,-73.93174166203411
DOT,BROOKLYN,Street Condition,40.61178563923024,-73.94599991381027
NYPD,BROOKLYN,Abandoned Vehicle,40.681114068183525,-73.8637867751481
NYPD,MANHATTAN,Illegal Parking,40.82308504635165,-73.94519976314913
DOT,QUEENS,Street Condition,40.70653133820289,-73.90556299683469
DOT,QUEENS,Street Condition,40.68100634227935,-73.81256103111899
HPD,MANHATTAN,APPLIANCE,40.803251012914096,-73.96450080922399
DEP,MANHATTAN,Noise,40.776608008217714,-73.95677027268962
DOT,MANHATTAN,Street Light Condition,40.71558383677267,-74.00303012799506
NYPD,BRONX,Noise - Residential,40.83277808057847,-73.92787516813429
NYPD,MANHATTAN,Illegal Parking,40.73249109824778,-73.98942794318506
NYPD,MANHATTAN,Illegal Parking,40.82289845711299,-73.94530831021056
DSNY,MANHATTAN,Missed Collection (All Materials),40.751476117098754,-73.97099254706505
HPD,MANHATTAN,PAINT/PLASTER,40.83814738981759,-73.94385742560719
NYPD,MANHATTAN,Illegal Parking,40.82343628917828,-73.94502965618942
DOT,BRONX,Street Light Condition,40.816351837044614,-73.82408028131425
HPD,QUEENS,HEAT/HOT WATER,40.7057922320402,-73.83441330302081
HPD,MANHATTAN,APPLIANCE,40.769346953422435,-73.95363049497793
DOT,QUEENS,Broken Parking Meter,40.75909401111947,-73.83152301709336
DEP,BROOKLYN,Water System,40.62657408929607,-74.02246509269176
DEP,BRONX,Water System,40.83631848938424,-73.83249834590215
DOT,BROOKLYN,Sidewalk Condition,40.64536147492417,-73.99447943995709
DOT,BRONX,Street Light Condition,40.84445476036992,-73.83125984302116
DPR,BROOKLYN,New Tree Request,40.63286039030724,-74.01832756429991
HPD,BROOKLYN,WATER LEAK,40.6895653449805,-73.95414753083068
DOT,BRONX,Street Light Condition,40.86324506847582,-73.86937537796756
DOT,QUEENS,Street Condition,40.696046194782255,-73.77777615500864
DOT,BROOKLYN,Sidewalk Condition,40.64564724440701,-73.90289968772795
DEP,QUEENS,Water System,40.762347932596704,-73.77037497116423
NYPD,MANHATTAN,Illegal Parking,40.712089652369755,-74.00573890585939
DOT,BROOKLYN,Sidewalk Condition,40.64528184073729,-73.90248942087474
DOT,QUEENS,Sidewalk Condition,40.75144120685645,-73.8846307081915
NYPD,MANHATTAN,Illegal Parking,40.77763610555504,-73.9611673856268
NYPD,BROOKLYN,Noise - Residential,40.65724247848545,-73.95318581691673
NYPD,BROOKLYN,Illegal Parking,40.64120134046631,-73.96725344460042
NYPD,QUEENS,Non-Emergency Police Matter,40.70143330915957,-73.90435481734781
NYPD,STATEN ISLAND,Traffic,40.575020123866594,-74.09134970010953
DOHMH,QUEENS,Standing Water,40.677671977985156,-73.82875798470204
DOB,MANHATTAN,General Construction/Plumbing,40.764967601749625,-73.9649508009398
DOB,QUEENS,Elevator,40.76556679890412,-73.9260996317828
NYPD,MANHATTAN,Noise - Street/Sidewalk,40.7663834501406,-73.9919676461232
HPD,BRONX,ELECTRIC,40.85328343492011,-73.91523378922051
NYPD,QUEENS,Abandoned Vehicle,40.733533594922925,-73.79829048218659
HPD,QUEENS,UNSANITARY CONDITION,40.775605437561936,-73.90514370060241
HPD,QUEENS,HEAT/HOT WATER,40.7057922320402,-73.83441330302081
DEP,BRONX,Noise,40.875894986357395,-73.83289765288181
DEP,BRONX,Water Conservation,40.89113628636788,-73.85526558490562
DEP,BROOKLYN,Water System,40.61225135815207,-73.9291831421142
DSNY,STATEN ISLAND,Dirty Conditions,40.63273784744842,-74.09120172817092
NYPD,MANHATTAN,Illegal Parking,40.765934552890094,-73.9797225042838
NYPD,STATEN ISLAND,Non-Emergency Police Matter,40.63084890255906,-74.12145477072069
DPR,BROOKLYN,Overgrown Tree/Branches,40.635500951189776,-73.96918022596171
DPR,BROOKLYN,Damaged Tree,40.64224235285239,-73.95347019398936
DOT,BROOKLYN,Sidewalk Condition,40.64544943425583,-73.90268016175045
DOT,BROOKLYN,Sidewalk Condition,40.64501257659062,-73.90216550099252
DPR,BROOKLYN,Violation of Park Rules,40.577500937830536,-73.94726237726353
NYPD,BROOKLYN,Homeless Encampment,40.725528873690465,-73.95143134224983
HPD,MANHATTAN,GENERAL,40.84359447667611,-73.94152164528519
NYPD,BROOKLYN,Noise - Residential,40.68749336199723,-73.96261892342024
DEP,BRONX,Water System,40.86551418674293,-73.88968964570094
TLC,MANHATTAN,Taxi Complaint,40.7553303108921,-73.9911785099207
DOHMH,BROOKLYN,Mobile Food Vendor,40.638606032403494,-73.94826620022761
DOT,BROOKLYN,Street Condition,40.700874495803106,-73.93316074164017
NYPD,QUEENS,Illegal Parking,40.76825925264185,-73.87504911271814
DPR,STATEN ISLAND,Root/Sewer/Sidewalk Condition,40.62987088119843,-74.07820660390948
DOB,BROOKLYN,Building/Use,40.726097749890094,-73.95314827133403
NYPD,MANHATTAN,Noise - Residential,40.83436601237611,-73.9455988235774
DSNY,BRONX,Derelict Vehicles,40.84093479536551,-73.88910516415127
NYPD,BROOKLYN,Abandoned Vehicle,40.6398694829492,-73.93881401950986
DEP,QUEENS,Industrial Waste,40.676671953417674,-73.86060525039258
NYPD,QUEENS,Blocked Driveway,40.760440758131494,-73.83277218732101
NYPD,BRONX,Noise - Residential,40.853579342951065,-73.90405650854395
NYPD,QUEENS,Illegal Parking,40.697053860484466,-73.74116157507886
NYPD,BROOKLYN,Noise - Residential,40.69798008108814,-73.93546449073331
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.685020907757,-73.93844087100719
DSNY,MANHATTAN,Derelict Vehicles,40.863196134119576,-73.91741564358406
HPD,MANHATTAN,FLOORING/STAIRS,40.85085760227393,-73.93261964960827
HPD,QUEENS,GENERAL,40.685688882044296,-73.83978160851119
NYPD,BROOKLYN,Illegal Parking,40.61561754169218,-73.98121612756087
DOT,QUEENS,Sidewalk Condition,40.722833138231714,-73.86491369135452
DCA,MANHATTAN,Consumer Complaint,40.754084370136745,-73.97411352524759
DEP,BRONX,Water System,40.8899253789202,-73.85930090931242
DEP,BRONX,Water System,40.873657408821614,-73.85472509132957
DEP,BROOKLYN,Sewer,40.642529775779636,-73.95158184008675
DSNY,BRONX,Dirty Conditions,40.86551418674293,-73.88968964570094
DPR,MANHATTAN,New Tree Request,40.778906601845605,-73.9602386881257
NYPD,BROOKLYN,Illegal Parking,40.613219745505866,-74.00936458558638
NYPD,QUEENS,Illegal Parking,40.758432312270216,-73.82224796017576
NYPD,BRONX,Abandoned Vehicle,40.847272956472345,-73.82713222847381
DOT,BROOKLYN,Street Sign - Damaged,40.59024693620832,-73.93991444053019
NYPD,QUEENS,Illegal Parking,40.67488642352596,-73.85720576918744
DPR,BROOKLYN,Overgrown Tree/Branches,40.62764315483375,-73.91550956792912
DOT,QUEENS,Broken Parking Meter,40.74122441595848,-73.95395319679764
NYPD,BROOKLYN,Illegal Parking,40.64422931988257,-74.01817573926806
HPD,BROOKLYN,UNSANITARY CONDITION,40.614884533726546,-73.9803302778394
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.705549521897176,-73.92123212714861
DPR,BRONX,Overgrown Tree/Branches,40.8856096460615,-73.85619621456294
NYPD,STATEN ISLAND,Illegal Parking,40.64468923610216,-74.09719260819615
DOT,BRONX,Sidewalk Condition,40.88195833230215,-73.90264858399291
NYPD,BRONX,Noise - Street/Sidewalk,40.86524311270885,-73.90591969676915
DOB,STATEN ISLAND,Elevator,40.638542330712404,-74.17123167867383
DSNY,BROOKLYN,Derelict Vehicles,40.60069977065782,-73.9824230879182
HPD,BROOKLYN,HEAT/HOT WATER,40.602992662455264,-73.99093214825727
HPD,QUEENS,UNSANITARY CONDITION,40.685688882044296,-73.83978160851119
TLC,MANHATTAN,Lost Property,40.774283411145404,-73.95729530066862
DEP,MANHATTAN,Water System,40.75450486193672,-73.96569623371674
DPR,BRONX,Violation of Park Rules,40.82973197149275,-73.92871679858055
NYPD,BROOKLYN,Blocked Driveway,40.57979633659315,-73.96326959448125
NYPD,BROOKLYN,Noise - Vehicle,40.684290398881714,-73.99044154805294
DOT,QUEENS,Street Condition,40.749062820481655,-73.870378836235
DPR,BROOKLYN,Damaged Tree,40.61670322758594,-74.00310848426662
DOT,BRONX,Street Condition,40.829413000530494,-73.91948834363009
NYPD,QUEENS,Blocked Driveway,40.73796923679682,-73.87600804379161
DOHMH,BRONX,Rodent,40.84093479536551,-73.88910516415127
NYPD,MANHATTAN,Noise - Residential,40.789791459186475,-73.96649059853259
NYPD,BRONX,Noise - Street/Sidewalk,40.82336355950472,-73.92763967890096
DPR,BRONX,Animal in a Park,40.82977791789978,-73.85053891020975
NYPD,MANHATTAN,Illegal Parking,40.807226697653704,-73.9528744286288
NYPD,BROOKLYN,Illegal Parking,40.64230643568872,-74.00721387414397
DOHMH,BROOKLYN,Food Establishment,40.64539421695867,-73.94900325820713
DOT,BROOKLYN,Street Condition,40.6247841797977,-73.97601890447673
HPD,BRONX,PLUMBING,40.86328637942185,-73.90289283591386
NYPD,BRONX,Blocked Driveway,40.83027519094053,-73.89900589630429
DEP,BRONX,Water System,40.873657408821614,-73.85472509132957
NYPD,BROOKLYN,Illegal Parking,40.64170813037618,-74.00622290156578
NYPD,BROOKLYN,Noise - Street/Sidewalk,40.66076627098421,-73.94024379370623
NYPD,QUEENS,Blocked Driveway,40.69219428528603,-73.80445205338826
TLC,BRONX,For Hire Vehicle Complaint,40.854166432413024,-73.86770508902649
NYPD,MANHATTAN,Noise - Residential,40.82164086901104,-73.95024837632745
DPR,QUEENS,Root/Sewer/Sidewalk Condition,40.71070268758748,-73.84633679029598
DPR,QUEENS,Dead/Dying Tree,40.68642064041891,-73.75114385547623
NYPD,QUEENS,Non-Emergency Police Matter,40.726444378643976,-73.79546531248899
NYPD,MANHATTAN,Noise - Residential,40.854992232899,-73.92987178432652
DPR,BRONX,Violation of Park Rules,40.83266051702415,-73.92430862888223
DOB,STATEN ISLAND,Building/Use,40.60152346539106,-74.13848161644201
NYPD,BROOKLYN,Illegal Parking,40.64230643568872,-74.00721387414397
DOT,QUEENS,Street Condition,40.72765688990318,-73.79663417749988
HPD,BRONX,UNSANITARY CONDITION,40.87283464140425,-73.87648695594841
NYPD,BROOKLYN,Noise - Residential,40.69617549543867,-73.94937913424717
HPD,BRONX,HEAT/HOT WATER,40.87528969583085,-73.86774984371544
NYPD,BROOKLYN,Illegal Parking,40.62470155666337,-74.00286749709643
NYPD,QUEENS,Noise - Street/Sidewalk,40.77411474179751,-73.93188494536386
DOHMH,QUEENS,Food Establishment,40.7566654862846,-73.91407536255473
TLC,MANHATTAN,Taxi Complaint,40.753993810528534,-73.97418935732307
NYPD,BROOKLYN,Noise - Residential,40.61899486150257,-73.9915603375528
DPR,STATEN ISLAND,Overgrown Tree/Branches,40.6215984937737,-74.14548996128535
DOT,BRONX,Street Condition,40.87820803742535,-73.86600468394619
DOT,STATEN ISLAND,Street Sign - Missing,40.627645403576274,-74.17129738743208
NYPD,BROOKLYN,Illegal Parking,40.68127116022123,-73.97315750515847
NYPD,BROOKLYN,Urinating in Public,40.64959295697562,-73.89823432289
NYPD,BROOKLYN,Blocked Driveway,40.60145959115665,-73.97947716407289
NYPD,BROOKLYN,Illegal Parking,40.68124917844543,-73.97305656173899
DOT,QUEENS,Street Condition,40.71148741598979,-73.86354435274053
HPD,BRONX,PLUMBING,40.82674343990216,-73.87970887825699
DOT,STATEN ISLAND,Street Condition,40.5524022108119,-74.20006515986381
DOT,MANHATTAN,Broken Parking Meter,40.778222922769814,-73.98073697645005
DEP,QUEENS,Water System,40.778616899523335,-73.83886114728601
NYPD,MANHATTAN,Illegal Parking,40.80474955914029,-73.93828679664934
DEP,BRONX,Water System,40.83848106012947,-73.86826391906386
NYPD,MANHATTAN,Illegal Parking,40.75543721849417,-73.98953619443482
DPR,BROOKLYN,Overgrown Tree/Branches,40.679273844472405,-73.97723593879459
TLC,MANHATTAN,Taxi Complaint,40.73208165464353,-73.98512704760138
DPR,MANHATTAN,Maintenance or Facility,40.778632901279714,-73.96254609596876
DOB,BROOKLYN,General Construction/Plumbing,40.673215041434936,-73.86889317872092
DPR,BRONX,Maintenance or Facility,40.8872981446502,-73.85883630949002
NYPD,MANHATTAN,Noise - Residential,40.75476136916893,-73.97017177878476
